,smiles,string,deltaGmin,A2_normalized,deltaGmin_cat,A2_normalized_cat,num_[W],max_[W],num_[Tr],max_[Tr],num_[Ta],max_[Ta],num_[R],max_[R],[W],[W],[Tr],[Tr],[Ta],[Ta],[R],[R],rel_shannon,length
1499,[Ta][R][R][R][Ta][R][Tr][Ta][Ta][W][Ta][Ta][Tr][R][W][Ta][Tr][R][Tr][Ta][Tr][W][Ta][W][W][Tr][W][W][Ta][R][W][Ta][W][Ta][W][W][W][R],A-R-R-R-A-R-B-A-A-W-A-A-B-R-W-A-B-R-B-A-B-W-A-W-W-B-W-W-A-R-W-A-W-A-W-W-W-R,-12.500353399999987,-0.0131714014229343,medium,small,0.5,3,0.0,0,0.3333333333333333,2,0.1666666666666666,3,12.0,0.3157894736842105,6.0,0.1578947368421052,12.0,0.3157894736842105,8.0,0.2105263157894736,0.37043380357987,38
1500,[Tr][Ta][Tr][W][Tr][W][Ta][R][Ta][R][W][R][Tr][W][Tr][R][R][Tr][Tr][R][Tr][R][R][Ta],B-A-B-W-B-W-A-R-A-R-W-R-B-W-B-R-R-B-B-R-B-R-R-A,-11.096554155555555,-0.2523901005273992,medium,very small,0.0,0,0.3333333333333333,2,0.0,0,0.6666666666666666,2,4.0,0.1666666666666666,8.0,0.3333333333333333,4.0,0.1666666666666666,8.0,0.3333333333333333,0.4183885547052491,24
1501,[R][Tr][Ta][W][Ta][R][R][R][R][Tr][Tr][R][W][R][W][Tr][W][Tr][R][Tr][Tr][Ta][Ta][Tr],R-B-A-W-A-R-R-R-R-B-B-R-W-R-W-B-W-B-R-B-B-A-A-B,-10.151116755555554,0.1398952092385771,large,large,0.0,0,0.5,2,0.25,2,0.25,4,4.0,0.1666666666666666,8.0,0.3333333333333333,4.0,0.1666666666666666,8.0,0.3333333333333333,0.4183885547052491,24
1502,[Tr][R][Tr][R][Tr][R][R][W][Ta][R][Ta][Ta][R][W][Tr][Tr][W][R][Ta][Tr][Tr][R][Tr][W],B-R-B-R-B-R-R-W-A-R-A-A-R-W-B-B-W-R-A-B-B-R-B-W,-10.7588378,-0.2933660499337545,large,very small,0.0,0,0.5,2,0.25,2,0.25,2,4.0,0.1666666666666666,8.0,0.3333333333333333,4.0,0.1666666666666666,8.0,0.3333333333333333,0.4183885547052491,24
1503,[Tr][Tr][W][W][Ta][W][Tr][R][Ta][W][R][Tr][R][R][R][R][Tr][Tr][R][Tr][R][Ta][Tr][Ta],B-B-W-W-A-W-B-R-A-W-R-B-R-R-R-R-B-B-R-B-R-A-B-A,-10.466539355555538,-0.1098903348352487,large,very small,0.25,2,0.5,2,0.0,0,0.25,4,4.0,0.1666666666666666,8.0,0.3333333333333333,4.0,0.1666666666666666,8.0,0.3333333333333333,0.4183885547052491,24
1504,[R][Tr][Tr][Tr][Ta][Tr][W][R][R][W][Tr][R][Ta][W][R][Ta][Ta][W][Tr][R][Tr][R][R][Tr],R-B-B-B-A-B-W-R-R-W-B-R-A-W-R-A-A-W-B-R-B-R-R-B,-10.267059888888896,-0.0718569475385521,large,very small,0.0,0,0.25,3,0.25,2,0.5,2,4.0,0.1666666666666666,8.0,0.3333333333333333,4.0,0.1666666666666666,8.0,0.3333333333333333,0.4183885547052491,24
1505,[Tr][Tr][Tr][W][Ta][W][Ta][Tr][Tr][R][R][R][W][Ta][Ta][R][Tr][W][R][W][R][Tr][W][R][Tr][R],B-B-B-W-A-W-A-B-B-R-R-R-W-A-A-R-B-W-R-W-R-B-W-R-B-R,-9.860665222222226,0.1176234291615311,large,medium,0.0,0,0.5,3,0.25,2,0.25,3,6.0,0.2307692307692307,8.0,0.3076923076923077,4.0,0.1538461538461538,8.0,0.3076923076923077,0.4148683683592504,26
1506,[Ta][R][Ta][R][W][R][Tr][R][R][Tr][R][W][Tr][Tr][R][Tr][W][W][W][Tr][Ta][Tr][Ta][R][W][Tr],A-R-A-R-W-R-B-R-R-B-R-W-B-B-R-B-W-W-W-B-A-B-A-R-W-B,-9.73096537777778,0.0203462874531115,large,small,0.3333333333333333,3,0.3333333333333333,2,0.0,0,0.3333333333333333,2,6.0,0.2307692307692307,8.0,0.3076923076923077,4.0,0.1538461538461538,8.0,0.3076923076923077,0.4148683683592504,26
1507,[Ta][R][Tr][W][Tr][R][Ta][R][Tr][Tr][R][W][Tr][R][R][R][W][Tr][W][R][Ta][Tr][Tr][W][Ta][W],A-R-B-W-B-R-A-R-B-B-R-W-B-R-R-R-W-B-W-R-A-B-B-W-A-W,-9.943783444444446,0.2525507031334005,large,very large,0.0,0,0.6666666666666666,2,0.0,0,0.3333333333333333,3,6.0,0.2307692307692307,8.0,0.3076923076923077,4.0,0.1538461538461538,8.0,0.3076923076923077,0.4148683683592504,26
1508,[W][R][Tr][Tr][Tr][R][W][R][Ta][Ta][W][R][R][Tr][Ta][R][Tr][Tr][W][Ta][R][W][Tr][R][W][Tr],W-R-B-B-B-R-W-R-A-A-W-R-R-B-A-R-B-B-W-A-R-W-B-R-W-B,-9.387534533333335,0.1717429432032782,large,large,0.0,0,0.5,3,0.25,2,0.25,2,6.0,0.2307692307692307,8.0,0.3076923076923077,4.0,0.1538461538461538,8.0,0.3076923076923077,0.4148683683592504,26
1509,[Tr][R][R][R][Tr][Ta][Ta][W][R][R][W][Ta][Tr][Ta][Tr][R][Tr][Tr][W][R][R][Tr][W][Tr][W][W],B-R-R-R-B-A-A-W-R-R-W-A-B-A-B-R-B-B-W-R-R-B-W-B-W-W,-10.080846222222222,0.2770256880857737,large,very large,0.1666666666666666,2,0.1666666666666666,2,0.1666666666666666,2,0.5,3,6.0,0.2307692307692307,8.0,0.3076923076923077,4.0,0.1538461538461538,8.0,0.3076923076923077,0.4148683683592504,26
1510,[Ta][W][W][Ta][R][Tr][R][Tr][Ta][W][W][Tr][Tr][W][R][R][R][W][Tr][Tr][Ta][W][Tr][W][R][Tr][R][R],A-W-W-A-R-B-R-B-A-W-W-B-B-W-R-R-R-W-B-B-A-W-B-W-R-B-R-R,-9.655133466666657,0.1032313230696252,large,medium,0.3333333333333333,2,0.3333333333333333,2,0.0,0,0.3333333333333333,3,8.0,0.2857142857142857,8.0,0.2857142857142857,4.0,0.1428571428571428,8.0,0.2857142857142857,0.4056725780671159,28
1511,[Tr][Ta][R][Ta][Tr][Tr][R][W][W][W][Ta][W][R][Ta][W][Tr][W][R][Tr][R][R][W][Tr][R][W][Tr][Tr][R],B-A-R-A-B-B-R-W-W-W-A-W-R-A-W-B-W-R-B-R-R-W-B-R-W-B-B-R,-9.20461355555556,-0.2812313386874369,large,very small,0.25,3,0.5,2,0.0,0,0.25,2,8.0,0.2857142857142857,8.0,0.2857142857142857,4.0,0.1428571428571428,8.0,0.2857142857142857,0.4056725780671159,28
1512,[Tr][R][R][R][R][R][Tr][W][Tr][W][Ta][W][W][Ta][W][Tr][Tr][R][Tr][W][W][R][Tr][Ta][Tr][R][Ta][W],B-R-R-R-R-R-B-W-B-W-A-W-W-A-W-B-B-R-B-W-W-R-B-A-B-R-A-W,-8.487567955555555,0.1857617848273142,very large,large,0.5,2,0.25,2,0.0,0,0.25,5,8.0,0.2857142857142857,8.0,0.2857142857142857,4.0,0.1428571428571428,8.0,0.2857142857142857,0.4056725780671159,28
1513,[W][Ta][Tr][W][W][R][Tr][W][Tr][W][R][Tr][Ta][W][W][Ta][Tr][Ta][Tr][W][R][R][R][R][Tr][R][R][Tr],W-A-B-W-W-R-B-W-B-W-R-B-A-W-W-A-B-A-B-W-R-R-R-R-B-R-R-B,-8.854435288888887,-0.026689134743877,very large,small,0.5,2,0.0,0,0.0,0,0.5,4,8.0,0.2857142857142857,8.0,0.2857142857142857,4.0,0.1428571428571428,8.0,0.2857142857142857,0.4056725780671159,28
1514,[Tr][R][R][Tr][Tr][Tr][R][R][W][W][Ta][W][W][R][Ta][W][Tr][Ta][R][R][R][W][Ta][W][Tr][Tr][Tr][W],B-R-R-B-B-B-R-R-W-W-A-W-W-R-A-W-B-A-R-R-R-W-A-W-B-B-B-W,-9.539807511111109,0.2633807603566582,large,very large,0.2857142857142857,2,0.2857142857142857,3,0.0,0,0.4285714285714285,3,8.0,0.2857142857142857,8.0,0.2857142857142857,4.0,0.1428571428571428,8.0,0.2857142857142857,0.4056725780671159,28
1515,[R][Ta][R][Ta][W][R][Ta][Tr][Tr][Tr][R][W][Tr][W][R][R][Tr][R][Tr][W][W][W][W][R][Tr][W][Tr][Ta][W][W],R-A-R-A-W-R-A-B-B-B-R-W-B-W-R-R-B-R-B-W-W-W-W-R-B-W-B-A-W-W,-8.986804555555553,0.1307345411084385,large,large,0.5,4,0.25,3,0.0,0,0.25,2,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,8.0,0.2666666666666666,0.3939184145881066,30
1516,[Ta][R][R][Tr][R][Ta][W][Tr][W][Tr][Tr][R][R][Ta][Tr][R][Tr][W][W][R][W][R][Tr][Ta][Tr][W][W][W][W][W],A-R-R-B-R-A-W-B-W-B-B-R-R-A-B-R-B-W-W-R-W-R-B-A-B-W-W-W-W-W,-8.874512822222208,0.0567568519471429,large,medium,0.4,5,0.2,2,0.0,0,0.4,2,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,8.0,0.2666666666666666,0.3939184145881066,30
1517,[W][Ta][Tr][W][W][W][Tr][Ta][W][R][R][R][Tr][R][Ta][Tr][Tr][R][W][R][Tr][R][Tr][Ta][W][Tr][W][W][R][W],W-A-B-W-W-W-B-A-W-R-R-R-B-R-A-B-B-R-W-R-B-R-B-A-W-B-W-W-R-W,-9.026092866666666,0.1223129233417718,large,medium,0.5,3,0.25,2,0.0,0,0.25,3,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,8.0,0.2666666666666666,0.3939184145881066,30
1518,[W][R][Ta][Tr][Ta][Ta][Tr][R][W][W][W][W][Ta][Tr][Tr][R][R][W][Tr][W][R][W][R][R][Tr][W][Tr][R][W][Tr],W-R-A-B-A-A-B-R-W-W-W-W-A-B-B-R-R-W-B-W-R-W-R-R-B-W-B-R-W-B,-7.711345822222225,0.0466762147507178,very large,medium,0.2,4,0.2,2,0.2,2,0.4,2,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,8.0,0.2666666666666666,0.3939184145881066,30
1519,[R][R][W][W][W][Ta][R][W][W][Tr][Tr][Tr][R][Tr][Tr][Ta][Tr][W][R][W][W][R][R][Tr][R][W][Ta][W][Tr][Ta],R-R-W-W-W-A-R-W-W-B-B-B-R-B-B-A-B-W-R-W-W-R-R-B-R-W-A-W-B-A,-8.463412244444449,-0.0101978979298499,very large,small,0.4285714285714285,3,0.2857142857142857,3,0.0,0,0.2857142857142857,2,10.0,0.3333333333333333,8.0,0.2666666666666666,4.0,0.1333333333333333,8.0,0.2666666666666666,0.3939184145881066,30
1520,[R][W][W][W][Tr][Ta][Tr][Tr][Tr][R][R][W][W][W][Ta][Tr][R][R][Ta][W][W][Tr][W][Tr][Ta][R][W][R][W][Tr][R][W],R-W-W-W-B-A-B-B-B-R-R-W-W-W-A-B-R-R-A-W-W-B-W-B-A-R-W-R-W-B-R-W,-7.888205088888895,0.1536667626729264,very large,large,0.5,3,0.1666666666666666,3,0.0,0,0.3333333333333333,2,12.0,0.375,8.0,0.25,4.0,0.125,8.0,0.25,0.3811278124459133,32
1521,[Tr][Tr][W][Tr][W][W][R][W][Ta][W][W][Ta][W][Tr][R][Ta][Ta][W][Tr][R][R][Tr][R][W][W][Tr][R][W][Tr][R][R][W],B-B-W-B-W-W-R-W-A-W-W-A-W-B-R-A-A-W-B-R-R-B-R-W-W-B-R-W-B-R-R-W,-7.853336888888892,0.1978303612008836,very large,large,0.4285714285714285,2,0.1428571428571428,2,0.1428571428571428,2,0.2857142857142857,2,12.0,0.375,8.0,0.25,4.0,0.125,8.0,0.25,0.3811278124459133,32
1522,[Tr][W][R][W][W][R][Tr][W][W][Tr][Tr][W][Tr][R][R][R][Tr][Tr][W][W][R][W][Ta][W][Ta][Ta][Ta][R][W][R][W][Tr],B-W-R-W-W-R-B-W-W-B-B-W-B-R-R-R-B-B-W-W-R-W-A-W-A-A-A-R-W-R-W-B,-7.830930066666666,0.2762236370809634,very large,very large,0.4285714285714285,2,0.2857142857142857,2,0.1428571428571428,3,0.1428571428571428,3,12.0,0.375,8.0,0.25,4.0,0.125,8.0,0.25,0.3811278124459133,32
1523,[Tr][R][W][Tr][W][W][W][Tr][W][W][R][R][Tr][W][R][Tr][R][Ta][Ta][Tr][Tr][W][W][Tr][R][R][R][W][W][Ta][W][Ta],B-R-W-B-W-W-W-B-W-W-R-R-B-W-R-B-R-A-A-B-B-W-W-B-R-R-R-W-W-A-W-A,-8.798244822222225,0.2430923709226746,very large,very large,0.5,3,0.125,2,0.125,2,0.25,3,12.0,0.375,8.0,0.25,4.0,0.125,8.0,0.25,0.3811278124459133,32
1524,[W][W][R][Tr][Ta][Tr][R][W][Tr][W][Tr][Tr][R][W][Tr][W][Ta][W][R][W][W][R][W][Tr][R][W][Ta][W][Ta][R][R][Tr],W-W-R-B-A-B-R-W-B-W-B-B-R-W-B-W-A-W-R-W-W-R-W-B-R-W-A-W-A-R-R-B,-7.178416333333328,0.0487654780097038,very large,medium,0.5,2,0.25,2,0.0,0,0.25,2,12.0,0.375,8.0,0.25,4.0,0.125,8.0,0.25,0.3811278124459133,32
1525,[R][Ta][Ta][Ta][Tr][W][R][W][R][R][R][Tr][Tr][R][Ta][W][Tr][Ta][Tr][Tr][W][R][R][Tr][Tr][Ta],R-A-A-A-B-W-R-W-R-R-R-B-B-R-A-W-B-A-B-B-W-R-R-B-B-A,-12.144216933333334,0.3289582585395026,medium,very large,0.0,0,0.5,2,0.1666666666666666,3,0.3333333333333333,3,4.0,0.1538461538461538,8.0,0.3076923076923077,6.0,0.2307692307692307,8.0,0.3076923076923077,0.4148683683592504,26
1526,[Tr][Ta][W][R][Tr][Tr][R][Ta][R][Tr][R][Tr][Ta][Tr][R][Tr][W][R][Ta][R][R][W][W][Ta][Ta][Tr],B-A-W-R-B-B-R-A-R-B-R-B-A-B-R-B-W-R-A-R-R-W-W-A-A-B,-12.027527977777783,0.2513513857188373,medium,very large,0.25,2,0.25,2,0.25,2,0.25,2,4.0,0.1538461538461538,8.0,0.3076923076923077,6.0,0.2307692307692307,8.0,0.3076923076923077,0.4148683683592504,26
1527,[R][Ta][Tr][R][W][Ta][R][R][Ta][Tr][Tr][R][Tr][Tr][W][R][Tr][Ta][W][Ta][R][Ta][Tr][W][R][Tr],R-A-B-R-W-A-R-R-A-B-B-R-B-B-W-R-B-A-W-A-R-A-B-W-R-B,-12.116332177777766,0.2102666990331708,medium,large,0.0,0,0.6666666666666666,2,0.0,0,0.3333333333333333,2,4.0,0.1538461538461538,8.0,0.3076923076923077,6.0,0.2307692307692307,8.0,0.3076923076923077,0.4148683683592504,26
1528,[W][R][Tr][Tr][Tr][Tr][Ta][R][R][R][Ta][Ta][R][Ta][Tr][Tr][R][R][Tr][W][Ta][Ta][W][R][Tr][W],W-R-B-B-B-B-A-R-R-R-A-A-R-A-B-B-R-R-B-W-A-A-W-R-B-W,-11.971842666666678,0.2575103749689891,medium,very large,0.0,0,0.3333333333333333,4,0.3333333333333333,2,0.3333333333333333,3,4.0,0.1538461538461538,8.0,0.3076923076923077,6.0,0.2307692307692307,8.0,0.3076923076923077,0.4148683683592504,26
1529,[Ta][Tr][R][Tr][Tr][W][R][W][Ta][Ta][W][R][R][Ta][Ta][Tr][R][Tr][Tr][Tr][R][W][Tr][R][R][Ta],A-B-R-B-B-W-R-W-A-A-W-R-R-A-A-B-R-B-B-B-R-W-B-R-R-A,-11.49630204444445,0.0057661484491702,medium,small,0.0,0,0.3333333333333333,3,0.3333333333333333,2,0.3333333333333333,2,4.0,0.1538461538461538,8.0,0.3076923076923077,6.0,0.2307692307692307,8.0,0.3076923076923077,0.4148683683592504,26
1530,[Ta][W][W][R][R][Tr][R][Ta][W][Tr][Tr][R][W][W][R][Ta][Tr][Tr][W][Ta][R][Ta][Tr][R][Ta][Tr][Tr][R],A-W-W-R-R-B-R-A-W-B-B-R-W-W-R-A-B-B-W-A-R-A-B-R-A-B-B-R,-10.941143888888888,0.0975498370523818,medium,medium,0.3333333333333333,2,0.5,2,0.0,0,0.1666666666666666,2,6.0,0.2142857142857142,8.0,0.2857142857142857,6.0,0.2142857142857142,8.0,0.2857142857142857,0.4129564320132516,28
1531,[Tr][Ta][Ta][Ta][R][R][W][Tr][W][Tr][Ta][W][R][R][Tr][Ta][Tr][R][R][W][Tr][Tr][R][R][W][W][Ta][Tr],B-A-A-A-R-R-W-B-W-B-A-W-R-R-B-A-B-R-R-W-B-B-R-R-W-W-A-B,-11.168497266666652,0.493285149451381,medium,very large,0.1428571428571428,2,0.1428571428571428,2,0.1428571428571428,3,0.5714285714285714,2,6.0,0.2142857142857142,8.0,0.2857142857142857,6.0,0.2142857142857142,8.0,0.2857142857142857,0.4129564320132516,28
1532,[W][Ta][W][Tr][W][Ta][Tr][Tr][W][Tr][R][R][W][R][Ta][R][R][Ta][R][Tr][W][Tr][Ta][R][Ta][R][Tr][Tr],W-A-W-B-W-A-B-B-W-B-R-R-W-R-A-R-R-A-R-B-W-B-A-R-A-R-B-B,-11.93053666666666,-0.0973440397566529,medium,very small,0.0,0,0.5,2,0.0,0,0.5,2,6.0,0.2142857142857142,8.0,0.2857142857142857,6.0,0.2142857142857142,8.0,0.2857142857142857,0.4129564320132516,28
1533,[W][R][Tr][Ta][R][Ta][Tr][R][Ta][Tr][Ta][Tr][R][W][R][Ta][Tr][W][W][Tr][Ta][W][R][R][R][W][Tr][Tr],W-R-B-A-R-A-B-R-A-B-A-B-R-W-R-A-B-W-W-B-A-W-R-R-R-W-B-B,-11.38394306666668,0.0271229423031794,medium,small,0.3333333333333333,2,0.3333333333333333,2,0.0,0,0.3333333333333333,3,6.0,0.2142857142857142,8.0,0.2857142857142857,6.0,0.2142857142857142,8.0,0.2857142857142857,0.4129564320132516,28
1534,[R][W][Tr][R][W][Tr][R][Ta][R][W][R][W][R][Tr][R][Ta][Tr][Ta][W][Tr][Ta][Ta][R][Ta][Tr][Tr][Tr][W],R-W-B-R-W-B-R-A-R-W-R-W-R-B-R-A-B-A-W-B-A-A-R-A-B-B-B-W,-10.855679977777768,0.2131213375758237,large,large,0.0,0,0.5,3,0.5,2,0.0,0,6.0,0.2142857142857142,8.0,0.2857142857142857,6.0,0.2142857142857142,8.0,0.2857142857142857,0.4129564320132516,28
1535,[R][W][Ta][W][Tr][Tr][R][Ta][W][Tr][W][Tr][Ta][Tr][Ta][Ta][W][W][Tr][R][R][W][Tr][R][Tr][R][W][R][Ta][R],R-W-A-W-B-B-R-A-W-B-W-B-A-B-A-A-W-W-B-R-R-W-B-R-B-R-W-R-A-R,-9.837720888888883,0.4633824931917632,large,very large,0.25,2,0.25,2,0.25,2,0.25,2,8.0,0.2666666666666666,8.0,0.2666666666666666,6.0,0.2,8.0,0.2666666666666666,0.405531376070453,30
1536,[Tr][Tr][W][W][Tr][R][R][W][W][Tr][Tr][W][Tr][W][Ta][R][R][Tr][Ta][Ta][W][Tr][Ta][Ta][R][R][W][Ta][R][R],B-B-W-W-B-R-R-W-W-B-B-W-B-W-A-R-R-B-A-A-W-B-A-A-R-R-W-A-R-R,-11.738593266666664,0.1075624767891077,medium,medium,0.2,2,0.2,2,0.2,2,0.4,2,8.0,0.2666666666666666,8.0,0.2666666666666666,6.0,0.2,8.0,0.2666666666666666,0.405531376070453,30
1537,[R][Tr][R][W][Tr][Ta][Tr][R][Tr][Ta][Tr][W][W][R][Ta][Tr][Ta][R][W][Tr][W][R][R][Ta][Tr][Ta][W][R][W][W],R-B-R-W-B-A-B-R-B-A-B-W-W-R-A-B-A-R-W-B-W-R-R-A-B-A-W-R-W-W,-10.393052977777783,-0.103563238663623,large,very small,0.6666666666666666,2,0.0,0,0.0,0,0.3333333333333333,2,8.0,0.2666666666666666,8.0,0.2666666666666666,6.0,0.2,8.0,0.2666666666666666,0.405531376070453,30
1538,[R][Tr][R][R][W][Ta][Tr][W][Tr][R][Tr][Ta][Tr][Ta][W][R][Ta][Tr][R][Tr][W][R][W][W][W][W][Tr][Ta][R][Ta],R-B-R-R-W-A-B-W-B-R-B-A-B-A-W-R-A-B-R-B-W-R-W-W-W-W-B-A-R-A,-10.349111466666674,-0.0262133933962805,large,small,0.5,4,0.0,0,0.0,0,0.5,2,8.0,0.2666666666666666,8.0,0.2666666666666666,6.0,0.2,8.0,0.2666666666666666,0.405531376070453,30
1539,[W][R][W][Tr][Ta][Ta][R][R][W][W][Tr][W][W][Tr][Tr][R][Ta][Tr][Ta][Ta][Ta][Tr][Tr][R][W][R][W][R][R][Tr],W-R-W-B-A-A-R-R-W-W-B-W-W-B-B-R-A-B-A-A-A-B-B-R-W-R-W-R-R-B,-10.461489222222218,-0.0026717808188294,large,small,0.25,2,0.25,2,0.25,3,0.25,2,8.0,0.2666666666666666,8.0,0.2666666666666666,6.0,0.2,8.0,0.2666666666666666,0.405531376070453,30
1540,[R][R][Tr][W][Ta][Tr][Tr][W][R][Tr][W][Tr][R][R][Ta][W][Tr][Tr][W][R][W][W][W][Ta][Ta][Tr][Ta][W][W][Ta][R][R],R-R-B-W-A-B-B-W-R-B-W-B-R-R-A-W-B-B-W-R-W-W-W-A-A-B-A-W-W-A-R-R,-10.010378688888892,0.0582215846119281,large,medium,0.25,3,0.25,2,0.125,2,0.375,2,10.0,0.3125,8.0,0.25,6.0,0.1875,8.0,0.25,0.3954434002924965,32
1541,[Tr][Tr][Tr][R][R][W][W][R][W][Tr][Ta][R][R][Ta][Ta][R][W][R][Tr][R][Tr][W][W][Ta][Ta][W][Ta][W][W][W][Tr][Tr],B-B-B-R-R-W-W-R-W-B-A-R-R-A-A-R-W-R-B-R-B-W-W-A-A-W-A-W-W-W-B-B,-9.384697666666668,0.009865138425066,large,small,0.3333333333333333,3,0.2222222222222222,3,0.2222222222222222,2,0.2222222222222222,2,10.0,0.3125,8.0,0.25,6.0,0.1875,8.0,0.25,0.3954434002924965,32
1542,[R][W][W][R][R][Tr][W][Ta][W][W][Tr][W][W][Tr][Ta][Tr][Ta][W][R][W][Ta][Ta][R][R][Tr][Tr][W][R][Ta][R][Tr][Tr],R-W-W-R-R-B-W-A-W-W-B-W-W-B-A-B-A-W-R-W-A-A-R-R-B-B-W-R-A-R-B-B,-9.974727222222224,0.1894971173039585,large,large,0.375,2,0.25,2,0.125,2,0.25,2,10.0,0.3125,8.0,0.25,6.0,0.1875,8.0,0.25,0.3954434002924965,32
1543,[Ta][R][Tr][W][W][R][W][Tr][Ta][Ta][R][W][Tr][W][Tr][Ta][Ta][W][R][W][R][Tr][R][R][Tr][Tr][Tr][W][Ta][R][W][W],A-R-B-W-W-R-W-B-A-A-R-W-B-W-B-A-A-W-R-W-R-B-R-R-B-B-B-W-A-R-W-W,-9.914747422222227,-0.2334150064550701,large,very small,0.3333333333333333,2,0.1666666666666666,3,0.3333333333333333,2,0.1666666666666666,2,10.0,0.3125,8.0,0.25,6.0,0.1875,8.0,0.25,0.3954434002924965,32
1544,[R][R][W][Ta][Ta][Ta][Ta][W][Tr][Ta][W][W][W][W][W][Tr][Tr][Ta][R][Tr][Tr][Tr][Tr][R][R][R][R][W][Tr][R][W][W],R-R-W-A-A-A-A-W-B-A-W-W-W-W-W-B-B-A-R-B-B-B-B-R-R-R-R-W-B-R-W-W,-10.863047866666662,0.0957807680409474,large,medium,0.2857142857142857,5,0.2857142857142857,4,0.1428571428571428,4,0.2857142857142857,4,10.0,0.3125,8.0,0.25,6.0,0.1875,8.0,0.25,0.3954434002924965,32
1545,[Ta][W][Tr][R][W][Ta][R][Ta][R][Tr][R][W][Tr][W][Tr][Ta][R][W][W][W][Tr][W][W][Ta][R][W][W][Tr][Tr][W][Ta][Tr][R][R],A-W-B-R-W-A-R-A-R-B-R-W-B-W-B-A-R-W-W-W-B-W-W-A-R-W-W-B-B-W-A-B-R-R,-10.022129866666669,0.0457531235995742,large,medium,0.6,3,0.2,2,0.0,0,0.2,2,12.0,0.3529411764705882,8.0,0.2352941176470588,6.0,0.1764705882352941,8.0,0.2352941176470588,0.3841300586702245,34
1546,[R][R][W][Ta][Ta][R][Tr][Tr][W][R][Ta][W][Ta][W][W][Tr][Tr][Tr][R][R][R][W][Tr][W][R][Ta][Tr][W][W][W][W][Ta][W][Tr],R-R-W-A-A-R-B-B-W-R-A-W-A-W-W-B-B-B-R-R-R-W-B-W-R-A-B-W-W-W-W-A-W-B,-9.745622155555557,-0.0139372939069173,large,small,0.2857142857142857,4,0.2857142857142857,3,0.1428571428571428,2,0.2857142857142857,3,12.0,0.3529411764705882,8.0,0.2352941176470588,6.0,0.1764705882352941,8.0,0.2352941176470588,0.3841300586702245,34
1547,[Tr][W][W][R][Tr][R][Ta][W][Ta][Ta][W][W][R][W][Ta][W][W][W][R][W][W][Tr][R][Ta][R][Tr][R][Tr][Tr][Tr][Tr][R][W][Ta],B-W-W-R-B-R-A-W-A-A-W-W-R-W-A-W-W-W-R-W-W-B-R-A-R-B-R-B-B-B-B-R-W-A,-8.786454333333332,0.0284261706370943,very large,small,0.6666666666666666,3,0.1666666666666666,4,0.1666666666666666,2,0.0,0,12.0,0.3529411764705882,8.0,0.2352941176470588,6.0,0.1764705882352941,8.0,0.2352941176470588,0.3841300586702245,34
1548,[Tr][W][R][W][R][W][Ta][W][Tr][W][W][R][Tr][Tr][W][Ta][R][W][R][Tr][W][W][R][Ta][R][Tr][W][Tr][R][Ta][Ta][W][Ta][Tr],B-W-R-W-R-W-A-W-B-W-W-R-B-B-W-A-R-W-R-B-W-W-R-A-R-B-W-B-R-A-A-W-A-B,-8.347080977777782,0.1783562683961198,very large,large,0.5,2,0.25,2,0.25,2,0.0,0,12.0,0.3529411764705882,8.0,0.2352941176470588,6.0,0.1764705882352941,8.0,0.2352941176470588,0.3841300586702245,34
1549,[R][Tr][Ta][W][W][Tr][W][W][R][Ta][W][R][Tr][Ta][R][Tr][W][W][R][R][R][W][Tr][W][Ta][W][W][W][Tr][Tr][Ta][Tr][Ta][R],R-B-A-W-W-B-W-W-R-A-W-R-B-A-R-B-W-W-R-R-R-W-B-W-A-W-W-W-B-B-A-B-A-R,-9.249428577777772,0.1381271029529212,large,large,0.6666666666666666,3,0.1666666666666666,2,0.0,0,0.1666666666666666,3,12.0,0.3529411764705882,8.0,0.2352941176470588,6.0,0.1764705882352941,8.0,0.2352941176470588,0.3841300586702245,34
1550,[R][Ta][Ta][R][W][Ta][Ta][W][Ta][Tr][Ta][W][W][R][R][Tr][R][Tr][Tr][R][Ta][Tr][Ta][Tr][R][Tr][R][Tr],R-A-A-R-W-A-A-W-A-B-A-W-W-R-R-B-R-B-B-R-A-B-A-B-R-B-R-B,-12.675927644444435,-0.3020857523121074,medium,very small,0.2,2,0.2,2,0.4,2,0.2,2,4.0,0.1428571428571428,8.0,0.2857142857142857,8.0,0.2857142857142857,8.0,0.2857142857142857,0.4056725780671159,28
1551,[R][Ta][R][W][R][Tr][W][Ta][W][Tr][W][Ta][R][Tr][Ta][Ta][Tr][R][Ta][R][R][Ta][Tr][Tr][Tr][Ta][R][Tr],R-A-R-W-R-B-W-A-W-B-W-A-R-B-A-A-B-R-A-R-R-A-B-B-B-A-R-B,-13.23266308888888,-0.2345651690811858,small,very small,0.0,0,0.3333333333333333,3,0.3333333333333333,2,0.3333333333333333,2,4.0,0.1428571428571428,8.0,0.2857142857142857,8.0,0.2857142857142857,8.0,0.2857142857142857,0.4056725780671159,28
