CMPD_CHEMBLID,exp,smiles,inchi,selfies,exp_cat
CHEMBL1123,3.72,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,"InChI=1S/C19H35NO2/c1-3-20(4-2)15-16-22-18(21)19(13-9-6-10-14-19)17-11-7-5-8-12-17/h17H,3-16H2,1-2H3",[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1],very large
CHEMBL442137,1.7,CC12NC(Cc3ccccc13)c4ccccc24,"InChI=1S/C16H15N/c1-16-13-8-4-2-6-11(13)10-15(17-16)12-7-3-5-9-14(12)16/h2-9,15,17H,10H2,1H3",[C][C][N][C][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][S][Ring1][=Branch1],medium
CHEMBL2171992,1.74,COc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,"InChI=1S/C23H30N4O3/c1-30-18-8-6-17(7-9-18)26-12-14-27(15-13-26)22(29)20-5-3-2-4-19(20)21(28)25-23(16-24)10-11-23/h6-9,19-20H,2-5,10-15H2,1H3,(H,25,28)/t19-,20-/m1/s1",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N],medium
CHEMBL2181928,2.75,C[C@@H]1CN([C@@H](CO1)c2ccccc2)c3ccc4OCC(=O)Nc4n3,"InChI=1S/C18H19N3O3/c1-12-9-21(14(10-23-12)13-5-3-2-4-6-13)16-8-7-15-18(19-16)20-17(22)11-24-15/h2-8,12,14H,9-11H2,1H3,(H,19,20,22)/t12-,14+/m1/s1",[C][C@@H1][C][N][Branch1][S][C@@H1][Branch1][Branch1][C][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=N][Ring1][O],large
CHEMBL2164690,4.1,CC(C)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,"InChI=1S/C26H32N4O2/c1-16(2)17-7-8-22-20(13-17)21-14-30(12-9-23(21)28-22)25(32)19-6-4-3-5-18(19)24(31)29-26(15-27)10-11-26/h7-8,13,16,18-19,28H,3-6,9-12,14H2,1-2H3,(H,29,31)/t18-,19-/m1/s1",[C][C][Branch1][C][C][C][=C][C][=C][NH1][C][C][C][N][Branch1][O][C][C][=Ring1][=Branch1][C][Ring1][=Branch2][=C][Ring1][=N][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N],very large
CHEMBL73189,2.7,Cc1nc2ccccn2c1c3ccnc(Nc4cccc(Cl)c4)n3,"InChI=1S/C18H14ClN5/c1-12-17(24-10-3-2-7-16(24)21-12)15-8-9-20-18(23-15)22-14-6-4-5-13(19)11-14/h2-11H,1H3,(H,20,22,23)",[C][C][N][=C][C][=C][C][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][C][=C][C][=N][C][Branch1][=N][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][Ring1][=C],large
CHEMBL1689117,0.99,OC(=O)COc1ccc(Cl)cc1CN2CCN(CC2)S(=O)(=O)c3ccc(F)cc3,"InChI=1S/C19H20ClFN2O5S/c20-15-1-6-18(28-13-19(24)25)14(11-15)12-22-7-9-23(10-8-22)29(26,27)17-4-2-16(21)3-5-17/h1-6,11H,7-10,12-13H2,(H,24,25)",[O][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],medium
CHEMBL110147,1.84,Oc1ccc(CCNCCCS(=O)(=O)NCCOCCSc2ccccc2)c3sc(O)nc13,"InChI=1S/C22H29N3O5S3/c26-19-8-7-17(21-20(19)25-22(27)32-21)9-11-23-10-4-16-33(28,29)24-12-13-30-14-15-31-18-5-2-1-3-6-18/h1-3,5-8,23-24,26H,4,9-16H2,(H,25,27)",[O][C][=C][C][=C][Branch2][Ring1][=N][C][C][N][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][O][C][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][C][Branch1][C][O][=N][C][Ring2][Ring1][S][=Ring1][=Branch1],medium
CHEMBL2139925,4.1,CCc1nc2ccc(cn2c1N(C)Cc3cccs3)C(=O)NCc4ccc5OCOc5c4,"InChI=1S/C24H24N4O3S/c1-3-19-24(27(2)14-18-5-4-10-32-18)28-13-17(7-9-22(28)26-19)23(29)25-12-16-6-8-20-21(11-16)31-15-30-20/h4-11,13H,3,12,14-15H2,1-2H3,(H,25,29)",[C][C][C][N][=C][C][=C][C][=Branch2][Ring1][Ring2][=C][N][Ring1][=Branch1][C][=Ring1][=Branch2][N][Branch1][C][C][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][O][C][O][C][Ring1][Branch1][=C][Ring1][=Branch2],very large
CHEMBL469727,1.98,COCc1ccoc1C(=O)N(C(C(=O)NC[C@@H](C)O)c2ccccc2F)c3ccc(OC)cc3OC,"InChI=1S/C26H29FN2O7/c1-16(30)14-28-25(31)23(19-7-5-6-8-20(19)27)29(21-10-9-18(34-3)13-22(21)35-4)26(32)24-17(15-33-2)11-12-36-24/h5-13,16,23,30H,14-15H2,1-4H3,(H,28,31)/t16-,23?/m1/s1",[C][O][C][C][C][=C][O][C][=Ring1][Branch1][C][=Branch1][C][=O][N][Branch2][Ring1][Branch2][C][Branch1][N][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][O][C],medium
CHEMBL186526,2.65,CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(NC(=O)c3ccc(O)cc3)c2,"InChI=1S/C23H23N3O3/c1-15-7-10-18(24-23(29)17-5-4-6-19(13-17)26(2)3)14-21(15)25-22(28)16-8-11-20(27)12-9-16/h4-14,27H,1-3H3,(H,24,29)(H,25,28)",[C][N][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Ring1][P],large
CHEMBL1778866,2.23,COc1cc(F)ccc1c2cncc(CNC3CCC3)n2,"InChI=1S/C16H18FN3O/c1-21-16-7-11(17)5-6-14(16)15-10-18-8-13(20-15)9-19-12-3-2-4-12/h5-8,10,12,19H,2-4,9H2,1H3",[C][O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][=C][N][=C][C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Ring2][=N][Ring1][N],large
CHEMBL31815,3.7,Cc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,"InChI=1S/C18H16N4O/c1-3-17(23)21-14-7-8-16-15(10-14)18(20-11-19-16)22-13-6-4-5-12(2)9-13/h3-11H,1H2,2H3,(H,21,23)(H,19,20,22)",[C][C][=C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=N][C][=N][C][=C][C][=C][Branch1][Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Ring1][#C][Ring1][O][=C][Ring2][Ring1][=Branch1],very large
CHEMBL502,2.41,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",[C][O][C][=C][C][C][C][Branch2][Ring1][Branch1][C][C][C][C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][=N][C][=Branch1][C][=O][C][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][Branch2][O][C],large
CHEMBL298700,3.3,CCN(CC)C(=O)c1ccc2[nH]c(c(CCNCCCCc3ccncc3)c2c1)c4cc(C)cc(C)c4,"InChI=1S/C32H40N4O/c1-5-36(6-2)32(37)26-10-11-30-29(22-26)28(31(35-30)27-20-23(3)19-24(4)21-27)14-18-33-15-8-7-9-25-12-16-34-17-13-25/h10-13,16-17,19-22,33,35H,5-9,14-15,18H2,1-4H3",[C][C][N][Branch1][Ring1][C][C][C][=Branch1][C][=O][C][=C][C][=C][NH1][C][=Branch2][Ring1][O][=C][Branch1][S][C][C][N][C][C][C][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1][C][=C][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2],large
CHEMBL1287853,2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,"InChI=1S/C27H36N6O3S/c1-20-19-28-26(30-21-10-12-23(13-11-21)36-17-16-33-14-5-6-15-33)31-25(20)29-22-8-7-9-24(18-22)37(34,35)32-27(2,3)4/h7-13,18-19,32H,5-6,14-17H2,1-4H3,(H2,28,29,30,31)",[C][C][=C][N][=C][Branch2][Ring1][=Branch1][N][C][=C][C][=C][Branch1][O][O][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][Ring1][=C][N][=C][Ring2][Ring1][Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],large
CHEMBL1199988,1.85,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCNCC5,"InChI=1S/C20H20N6O/c21-19-16(20-25-17-3-1-2-4-18(17)27-20)9-13(10-23-19)14-11-24-26(12-14)15-5-7-22-8-6-15/h1-4,9-12,15,22H,5-8H2,(H2,21,23)",[N][C][=N][C][=C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2][C][C][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][C][N][C][C][Ring1][=Branch1],medium
CHEMBL2062558,2.23,Nc1cc(nc2c(cnn12)C#N)c3ccc(F)cc3,"InChI=1S/C13H8FN5/c14-10-3-1-8(2-4-10)11-5-12(16)19-13(18-11)9(6-15)7-17-19/h1-5,7H,16H2",[N][C][=C][C][=Branch1][#C][=N][C][=C][Branch1][Branch2][C][=N][N][Ring1][=Branch2][Ring1][Branch1][C][#N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],large
CHEMBL398894,2.6,NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,"InChI=1S/C17H15N7O2S/c18-27(25,26)12-4-1-3-11(9-12)21-17-19-8-7-16(23-17)22-14-5-2-6-15-13(14)10-20-24-15/h1-10H,(H,20,24)(H2,18,25,26)(H2,19,21,22,23)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1][=N][Ring1][S][=C][Ring2][Ring1][#Branch1],large
CHEMBL247471,3.1,C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c2ccc(Cl)cc2)c3ccc(F)cc3CCCC(=O)O,"InChI=1S/C24H21ClF3NO4S/c1-15(21-11-7-18(26)13-16(21)3-2-4-24(30)31)29(23-14-19(27)8-12-22(23)28)34(32,33)20-9-5-17(25)6-10-20/h5-15H,2-4H2,1H3,(H,30,31)/t15-/m1/s1",[C][C@@H1][Branch2][Ring2][C][N][Branch1][=N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][F][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][C][C][=Branch1][C][=O][O],large
CHEMBL1699517,1.07,Cc1nc(CS(=O)(=O)c2ccccc2)cc(n1)N3CCOCC3,"InChI=1S/C16H19N3O3S/c1-13-17-14(11-16(18-13)19-7-9-22-10-8-19)12-23(20,21)15-5-3-2-4-6-15/h2-6,11H,7-10,12H2,1H3",[C][C][=N][C][Branch1][P][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=Branch1][Ring2][=N][Ring1][S][N][C][C][O][C][C][Ring1][=Branch1],medium
CHEMBL23,1.99,COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,"InChI=1S/C22H26N2O4S/c1-15(25)28-20-21(16-9-11-17(27-4)12-10-16)29-19-8-6-5-7-18(19)24(22(20)26)14-13-23(2)3/h5-12,20-21H,13-14H2,1-4H3/t20-,21+/m1/s1",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@H1][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][=Branch1][C][=O][C@@H1][Ring1][P][O][C][=Branch1][C][=O][C],medium
CHEMBL168634,0.05,Cc1ccc(cc1)S(=O)(=O)N2N=Cc3ccccc3B2O,"InChI=1S/C14H13BN2O3S/c1-11-6-8-13(9-7-11)21(19,20)17-15(18)14-5-3-2-4-12(14)10-16-17/h2-10,18H,1H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][B][Ring1][#Branch2][O],small
CHEMBL260374,2.3,S=C(NC1CCCCC1)N2CCC(CC2)c3cnc[nH]3,"InChI=1S/C15H24N4S/c20-15(18-13-4-2-1-3-5-13)19-8-6-12(7-9-19)14-10-16-11-17-14/h10-13H,1-9H2,(H,16,17)(H,18,20)",[S][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][N][=C][NH1][Ring1][Branch1],large
CHEMBL50608,2.2,Nc1cc(nc2ccccc12)c3ccccc3,"InChI=1S/C15H12N2/c16-13-10-15(11-6-2-1-3-7-11)17-14-9-5-4-8-12(13)14/h1-10H,(H2,16,17)",[N][C][=C][C][=Branch1][N][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],large
CHEMBL2010839,1.8,CN(C1CCN(Cc2ccc(nc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)n4cnnn4,"InChI=1S/C22H24F3N7O/c1-30(21(33)12-16-2-5-19(6-3-16)32-15-27-28-29-32)18-8-10-31(11-9-18)14-17-4-7-20(26-13-17)22(23,24)25/h2-7,13,15,18H,8-12,14H2,1H3",[C][N][Branch2][Ring1][#C][C][C][C][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring1][P][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][N][=N][Ring1][Branch1],medium
CHEMBL1288009,1.82,COc1ccc(cc1)c2cc3c(N[C@H]4CCCNC4)ncc(C(=O)N)c3s2,"InChI=1S/C20H22N4O2S/c1-26-14-6-4-12(5-7-14)17-9-15-18(27-17)16(19(21)25)11-23-20(15)24-13-3-2-8-22-10-13/h4-7,9,11,13,22H,2-3,8,10H2,1H3,(H2,21,25)(H,23,24)/t13-/m0/s1",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch2][N][C@H1][C][C][C][N][C][Ring1][=Branch1][N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Ring1][S][S][Ring2][Ring1][Ring1],medium
CHEMBL1900528,-0.25,C[N+]1(C)[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)C(O)(c4cccs4)c5cccs5,"InChI=1S/C19H22NO4S2/c1-20(2)12-9-11(10-13(20)17-16(12)24-17)23-18(21)19(22,14-5-3-7-25-14)15-6-4-8-26-15/h3-8,11-13,16-17,22H,9-10H2,1-2H3/q+1/t11-,12-,13+,16-,17+",[C][N+1][Branch1][C][C][C@@H1][C][C@H1][Branch1][N][C][C@H1][Ring1][#Branch1][C@@H1][O][C@H1][Ring1][Branch2][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][C][=C][C][=C][S][Ring1][Branch1],small
CHEMBL591931,1.27,NC(=N)c1cc2c(cccc2s1)c3ccccc3,"InChI=1S/C15H12N2S/c16-15(17)14-9-12-11(7-4-8-13(12)18-14)10-5-2-1-3-6-10/h1-9H,(H3,16,17)",[N][C][=Branch1][C][=N][C][=C][C][=C][Branch1][#Branch2][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL376291,3.1,Clc1ccc(CN2C(=O)C(=O)c3ccccc23)cc1,"InChI=1S/C15H10ClNO2/c16-11-7-5-10(6-8-11)9-17-13-4-2-1-3-12(13)14(18)15(17)19/h1-8H,9H2",[Cl][C][=C][C][=C][Branch2][Ring1][Branch1][C][N][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][Ring2][Ring1][C],large
CHEMBL223166,0.9,COc1ccccc1O[C@H]([C@@H]2CNCCO2)c3ccccc3,"InChI=1S/C18H21NO3/c1-20-15-9-5-6-10-16(15)22-18(14-7-3-2-4-8-14)17-13-19-11-12-21-17/h2-10,17-19H,11-13H2,1H3/t17-,18-/m0/s1",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C@H1][Branch1][=Branch2][C@@H1][C][N][C][C][O][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],medium
CHEMBL1631468,1.86,CCCNC(=O)c1nnc2c(cccc2c1N)c3ncccn3,"InChI=1S/C16H16N6O/c1-2-7-20-16(23)14-12(17)10-5-3-6-11(13(10)21-22-14)15-18-8-4-9-19-15/h3-6,8-9H,2,7H2,1H3,(H2,17,21)(H,20,23)",[C][C][C][N][C][=Branch1][C][=O][C][=N][N][=C][C][=Branch1][O][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=N][C][=C][C][=N][Ring1][=Branch1],medium
CHEMBL1944689,2.3,O[C@@H](CNCCc1ccc(CNCCc2c(Cl)cccc2Cl)cc1)c3ccc(O)c4NC(=O)Sc34,"InChI=1S/C26H27Cl2N3O3S/c27-20-2-1-3-21(28)18(20)11-13-29-14-17-6-4-16(5-7-17)10-12-30-15-23(33)19-8-9-22(32)24-25(19)35-26(34)31-24/h1-9,23,29-30,32-33H,10-15H2,(H,31,34)/t23-/m0/s1",[O][C@@H1][Branch2][Ring1][S][C][N][C][C][C][=C][C][=C][Branch1][P][C][N][C][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],large
CHEMBL1689122,0.69,CC1CN(CCN1Cc2cc(Cl)ccc2OCC(=O)O)S(=O)(=O)c3ccccc3,"InChI=1S/C20H23ClN2O5S/c1-15-12-23(29(26,27)18-5-3-2-4-6-18)10-9-22(15)13-16-11-17(21)7-8-19(16)28-14-20(24)25/h2-8,11,15H,9-10,12-14H2,1H3,(H,24,25)",[C][C][C][N][Branch2][Ring1][=Branch2][C][C][N][Ring1][=Branch1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],small
CHEMBL1289349,2.74,Clc1ccc(cc1)C2CCN(CC2)C(=O)COCc3ccncc3,"InChI=1S/C19H21ClN2O2/c20-18-3-1-16(2-4-18)17-7-11-22(12-8-17)19(23)14-24-13-15-5-9-21-10-6-15/h1-6,9-10,17H,7-8,11-14H2",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][O][C][C][=C][C][=N][C][=C][Ring1][=Branch1],large
CHEMBL92840,2.15,CC(O)(C(=O)Nc1ccc(cc1)S(=O)(=O)c2ccncc2)C(F)(F)F,"InChI=1S/C15H13F3N2O4S/c1-14(22,15(16,17)18)13(21)20-10-2-4-11(5-3-10)25(23,24)12-6-8-19-9-7-12/h2-9,22H,1H3,(H,20,21)",[C][C][Branch1][C][O][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],large
CHEMBL360227,2.4,CCN(CC)CCN1C(=O)[C@@](O)(c2ccccc2Cl)c3c1cc(cc3C(F)(F)F)C(=O)N,"InChI=1S/C22H23ClF3N3O3/c1-3-28(4-2)9-10-29-17-12-13(19(27)30)11-15(22(24,25)26)18(17)21(32,20(29)31)14-7-5-6-8-16(14)23/h5-8,11-12,32H,3-4,9-10H2,1-2H3,(H2,27,30)/t21-/m1/s1",[C][C][N][Branch1][Ring1][C][C][C][C][N][C][=Branch1][C][=O][C@@][Branch1][C][O][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring1][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][N],large
CHEMBL2207281,2.06,OCCNS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,"InChI=1S/C26H30Cl2N4O7S/c27-23-4-1-18(11-24(23)28)39-17-5-8-32(9-6-17)15-16(34)13-29-26(36)22-14-30-25(35)21-12-19(2-3-20(21)22)40(37,38)31-7-10-33/h1-4,11-12,14,16-17,31,33-34H,5-10,13,15H2,(H,29,36)(H,30,35)/t16-/m1/s1",[O][C][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][=N][=C][N][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][O][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],medium
CHEMBL1762550,3.44,CN(c1ccnc(Nc2cc(nc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,"InChI=1S/C26H33N7O3/c1-19-3-4-20(18-34)15-22(19)31(2)23-5-6-27-26(30-23)28-21-16-24(32-7-11-35-12-8-32)29-25(17-21)33-9-13-36-14-10-33/h3-6,15-17,34H,7-14,18H2,1-2H3,(H,27,28,29,30)",[C][N][Branch2][Ring2][#Branch2][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=Branch1][S][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=Branch2][C][=C][C][Branch1][Ring1][C][O][=C][C][=C][Ring1][Branch2][C],very large
CHEMBL177611,0.6,Clc1ccc(cc1)C(=O)N[C@H]2CN3CCC2CC3,"InChI=1S/C14H17ClN2O/c15-12-3-1-11(2-4-12)14(18)16-13-9-17-7-5-10(13)6-8-17/h1-4,10,13H,5-9H2,(H,16,18)/t13-/m0/s1",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][C][N][C][C][C][Ring1][=Branch1][C][C][Ring1][=Branch1],small
CHEMBL1320527,1.91,CC1=C(OCc2ccc(F)cc2)C(=O)C=CO1,"InChI=1S/C13H11FO3/c1-9-13(12(15)6-7-16-9)17-8-10-2-4-11(14)5-3-10/h2-7H,8H2,1H3",[C][C][=C][Branch1][=C][O][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][O][Ring1][S],medium
CHEMBL1414985,2.96,Clc1ccc(cc1)C(=O)Cc2ccccn2,"InChI=1S/C13H10ClNO/c14-11-6-4-10(5-7-11)13(16)9-12-3-1-2-8-15-12/h1-8H,9H2",[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=C][C][=C][C][=N][Ring1][=Branch1],large
CHEMBL6800,1.9,COc1nc(Br)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,"InChI=1S/C17H17BrN4O3S/c1-22(2)13-8-4-7-12-11(13)6-5-9-14(12)26(23,24)21-16-17(25-3)20-15(18)10-19-16/h4-10H,1-3H3,(H,19,21)",[C][O][C][=N][C][Branch1][C][Br][=C][N][=C][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][Branch1][C][C][C],medium
CHEMBL1364572,2.91,NC(=O)c1sc2nccc(Nc3ccccc3)c2c1N,"InChI=1S/C14H12N4OS/c15-11-10-9(18-8-4-2-1-3-5-8)6-7-17-14(10)20-12(11)13(16)19/h1-7H,15H2,(H2,16,19)(H,17,18)",[N][C][=Branch1][C][=O][C][S][C][=N][C][=C][C][Branch1][#Branch2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][=Ring1][S][N],large
CHEMBL1201117,0.36,COc1ccccc1OCC(O)COC(=O)N,"InChI=1S/C11H15NO5/c1-15-9-4-2-3-5-10(9)16-6-8(13)7-17-11(12)14/h2-5,8,13H,6-7H2,1H3,(H2,12,14)",[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Branch1][C][O][C][O][C][=Branch1][C][=O][N],small
CHEMBL2003130,3.31,Clc1ccc2C(=O)NC(=Nc2c1)c3ccccc3,"InChI=1S/C14H9ClN2O/c15-10-6-7-11-12(8-10)16-13(17-14(11)18)9-4-2-1-3-5-9/h1-8H,(H,16,17,18)",[Cl][C][=C][C][=C][C][=Branch1][C][=O][N][C][=Branch1][Branch2][=N][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],very large
